Property ,Tier 2024,Tier 2025,Tier 2026,Scoring Tier,Page Name,Page Type,Page URL,Response,Title,Title Length,Meta Description,Description Length,Target keyword (s),Secondary Keyword,H1 Tag,H2 Tag(s),New Page,New Target KW(s),Consultant,Recent Tier Change,Notes to be checked by the consultants before rescoring
Beverly Wilshire,3,2,2,2,New Year,Seasonal,https://www.fourseasons.com/beverlywilshire/seasonal/new-year/,,,,,,new year's eve in beverly hills,,,,,,,,
Beverly Wilshire,3,2,2,2,Thanksgiving,Seasonal,https://www.fourseasons.com/beverlywilshire/seasonal/thanksgiving/,,,,,,thanksgiving in beverly hills,,,,,,,,
Beverly Wilshire,3,2,2,2,Family,Services & amenities,https://www.fourseasons.com/beverlywilshire/services-and-amenities/family/,200,"Family-Friendly Hotel in Beverly Hills | Beverly Wilshire, A Four Seasons Hotel",79,"Explore the wide array of family-friendly luxury accommodations and experiences available at Beverly Wilshire, <span style='font-size: .8em;'>A Four Seasons Hotel</span>.",170,family friendly-hotel in beverly hills,,Family-Friendly Hotel in Beverly Hills,included% Experience Beverly Hills as a Family% Spacious Accommodations,,,Owain,,
Beverly Wilshire,3,2,2,2,Pools,Services & amenities,https://www.fourseasons.com/beverlywilshire/services-and-amenities/pools/,200,"Beverly Hills Hotel Pool | Beverly Wilshire, A Four Seasons Hotel",65,Take a dip in our rooftop pool with a refreshing drink or upgrade to a luxurious poolside cabana for the ultimate Beverly Hills hotel pool experience.,150,beverly hills hotel pool,beverly hills hotel swimming pool,Beverly Hills Hotel Pool,HOURS,Y,,Owain,,
Beverly Wilshire,3,2,2,2,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/beverlywilshire/spa/,200,"Beverly Hills Spa | Beverly Wilshire, A Four Seasons Hotel",58,"Revitalize at our Forbes 5-Star Spa in Beverly Hills. Book now for tailored treatments and elite skincare at Beverly Wilshire, <span style='font-size: .8em;'>A Four Seasons Hotel</span>.",186,"
beverly hills spa
",spa in beverly hills,Beverly Hills Spa,Hours% Awards% Favourites% Spa Services% Meet the Team% Relaxation Experiences,,1,Owain,1,
Beverly Wilshire,3,2,2,2,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/beverlywilshire/spa/massages/,200,"Massage Beverly Hills | Luxury Spa Los Angeles | Beverly Wilshire, A Four Seasons Hotel",87,"Beverly Wilshire, A Four Seasons Hotel, offers a variety of massage treatments in the heart of Beverly Hills from Deep Tissue to Swedish, Maternal and more.",156,massage beverly hills,,Massages,,,,Owain,1,
Beverly Wilshire,3,2,2,2,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/beverlywilshire/weddings/,200,"Wedding Beverly Hills Hotel | Beverly Wilshire, A Four Seasons Hotel",68,"Celebrate your dream Beverly Hills wedding at Beverly Wilshire, <span style='font-size: .8em;'>A Four Seasons Hotel</span>. Say ‘I do' on a lush outdoor terrace with stunning Rodeo Drive views.",193,"wedding beverly hills hotel
beverly hills weddings

",beverly hills wedding venue,Weddings% Weddings,REAL WEDDING EXPERIENCES% Wedding Services,,,Owain,1,
Bogota,1,1,1,1,Frontpage,Home,https://www.fourseasons.com/bogota/,200,Bogota Hotel | Luxury Hotel in Colombia | Four Seasons Hotel Bogota,67,"Four Seasons Hotel Bogota invites you to discover luxury accommodations with contemporary flare, vibrant fine dining, and signature Four Seasons service.",153,luxury hotel bogota​ | zona t bogota hotels​,"
",Bogotá% Bogotá% Bogotá% Bogota by Four Seasons,Modern luxury in the capital of cool% Accommodations% Discover Bogotá% An Urban Retreat,,,,,
Bogota,1,1,1,1,Accommodations,Accommodation,https://www.fourseasons.com/bogota/accommodations/,200,Luxury Hotel Suites Bogota | Four Seasons Hotel Bogota,54,Four Seasons Hotel Bogota offers a variety of luxury suites and guest rooms to enhance your stay in the Colombia capital.,121,bogota accommodation | hotel bogota suite,hotel luxury suites bogota | luxury suites bogota,Bogota Accommodations,Grand Premier Room% Deluxe Room% Superior Room% One-Bedroom Premier Suite% One-Bedroom Suite% Executive Suite% Penthouse Suite% By Design,,,,,
Bogota,1,1,1,1,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/bogota/dining/,200,Bogota Restaurants | Zona T | Four Seasons Hotel Bogota,55,Four Seasons Hotel Bogota offers exquisite dining options to complement your stay including Kuru Japanese Restaurant and Biblioteca for breakfast.,146,fine dining bogota | zona rosa restaurants​,bogota dining​ | zona rosa dining​,Bogota Fine Dining% Bogota Fine Dining% Bogota Fine Dining,All Food and Drink% Culinary Activities,,,,,Second keyword missing location
Bogota,1,1,1,1,Experiences,Experiences,https://www.fourseasons.com/bogota/experiences/,200,Four Seasons Hotels and Resorts | Luxury Hotels | Four Seasons | Experiences,76,Experiences,11,,,Experiences,Local Experiences,,,,,Empty field
Bogota,1,1,1,1,Offers,Other,https://www.fourseasons.com/bogota/offers/,200,Bogota Hotel Packages & Offers | Four Seasons,45,"Explore room packages at Four Seasons Hotel Bogota. Enjoy luxurious accommodations, personalized service and the capital’s vibrant culture.",139,,,Bogota Hotel Offers & Packages,Featured Offer,,,,,Empty field
Bogota,1,1,1,1,Photos & Videos,Other,https://www.fourseasons.com/bogota/photos-and-videos/,200,Luxury Hotel Photos & Videos | Four Seasons Hotel Bogota,56,"View photos and videos of Four Seasons Hotel Bogota, a luxury, five-star accommodation.",87,,,Photos & Videos,Hotel Overview% Accommodations% Dining,,,,,Empty field
Bogota,1,1,1,1,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/bogota/spa/,200,Spa in Bogota | Zona T | The Spa at Four Seasons Hotel Bogota,61,"The Spa at Four Seasons Hotel Bogota immerses you in the spirit of ""Emerald City"" with a palette of gemstones while you relax with luxurious spa services.",154,hotel spa bogota | luxury spa bogota,massage bogota​,Bogota Spa,HOURS% Favourites% Spa Services% Relaxation Experiences,,,,,
Bogota,1,1,1,1,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/bogota/weddings/,200,Four Seasons Hotels and Resorts | Luxury Hotels | Four Seasons | Weddings,73,Weddings,8,,,Bogota Weddings% Bogota Weddings,Real Honeymoon Experiences,,,,,Empty field
Bora Bora,2,2,2,2,Frontpage,Home,https://www.fourseasons.com/borabora/,200,"Luxury Resort in Bora Bora, French Polynesia | Four Seasons",59,"Four Seasons Resort Bora Bora offers an unrivalled collection of overwater bungalow suites, luxury beachfront villas and fine dining in French Polynesia.",153,"Bora Bora Luxury Resort, french polynesia luxury resorts",,Bora Bora% Bora Bora% Bora Bora% Bora Bora by Four Seasons,All-suite Private Island Paradise in the heart of French Polynesia% Accommodations% Discover Bora Bora% A Meal You’ll Always Remember% #FSBORABORA,,,Katarina,,
Bora Bora,2,2,2,2,Accommodations,Accommodation,https://www.fourseasons.com/borabora/accommodations/,200,Overwater Bungalows Bora Bora | Huts & Villas | Four Seasons Resort,67,"Escape to spacious hideaways at Four Seasons Resort Bora Bora, offering luxurious overwater bungalow suites and villas perched above a turquoise lagoon.",152,"bora bora overwater bungalow, bora bora villas",,Bora Bora Overwater Bungalows & Villas,One-Bedroom Beach-View Overwater Bungalow Suite% One-Bedroom Lagoon-View Overwater Bungalow Suite% One-Bedroom Mountain-View Overwater Bungalow Suite% One-Bedroom Premier Mountain-View Overwater Bungalow Suite% One-Bedroom Lagoon-View Overwater Bungalow Suite with Plunge Pool% One-Bedroom Mountain-View Overwater Bungalow Suite with Plunge Pool% One-Bedroom Otemanu Overwater Bungalow Suite With Plunge Pool% Two-Bedroom Herenui Overwater Bungalow Suite With Plunge Pool% Two-Bedroom Poerava Overwater Bungalow Suite With Plunge Pool% One-Bedroom Beachfront Villa Estate% Two-Bedroom Deluxe Beachfront Villa Estate% Two-Bedroom Premier Beachfront Villa Estate% Three-Bedroom Premier Beachfront Villa Estate% Four-Bedroom Beachfront Villa Estate% Five-Bedroom Beachfront Villa Estate% Interior Design% The Bora Bora Villa Experience% Life is Better Over Water,,,Katarina,,
Bora Bora,2,2,2,2,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/borabora/dining/,200,Bora Bora Restaurants & Bars | Fine Dining | Four Seasons,57,"Four Seasons Resort Bora Bora invites you to enjoy authentic Polynesian flavours at our restaurants and bars, surrounded by the island’s natural beauty.",152,"Bora Bora Restaurants, bora bora bars",,Bora Bora Restaurants & Bars% Bora Bora Restaurants & Bars% Bora Bora Restaurants & Bars,All Food and Drink% Meet the team,,,Katarina,,
Bora Bora,2,2,2,2,Experiences,Experiences,https://www.fourseasons.com/borabora/experiences/,200,Things to do in Bora Bora | Four Seasons Bora Bora Experiences,62,"Looking for things to do in Bora Bora? Check out our bespoke experiences here at Four Seasons Resort Bora Bora. By land or by sea, there’s excitement on the horizon.",165,"things to do in bora bora, bora bora experiences",,Experiences,Aquatic Escapades% Land Pursuits% Airborne Adventures% Local Experiences,,,Katarina,,
Bora Bora,2,2,2,2,Offers,Other,https://www.fourseasons.com/borabora/offers/,200,Bora Bora Vacation Packages & Offers | Four Seasons Resort Bora Bora,68,"Four Seasons Resort Bora Bora vacation packages and offers, a luxury five-star resort on the most famous of French Polynesia’s Leeward Islands.",143,"bora bora vacation packages, bora bora offers",,Bora Bora Vacation Packages & Offers,Featured Offer,,,Katarina,,
Bora Bora,2,2,2,2,Photos & Videos,Other,https://www.fourseasons.com/borabora/photos-and-videos/,200,Bora Bora Photos & Videos | Four Seasons Resort Bora Bora,57,"View photos and videos of Four Seasons Resort Bora Bora, a luxury resort on the most famous of French Polynesia’s Leeward Islands.",130,"bora bora photos, bora bora videos",,Photos & Videos,Resort Overview% Services and Amenities% Accommodations% Dining,,,Katarina,,
Bora Bora,2,2,2,2,Christmas,Seasonal,https://www.fourseasons.com/borabora/seasonal/christmas/,200,Bora Bora Christmas | Four Seasons Resort Bora Bora,51,"Celebrate Christmas at Four Seasons Resort Bora Bora with festive dinners, island traditions and magical moments in paradise.",125,bora bora christmas,,Bora Bora Christmas in Paradise,Resort Highlights% Featured Accommodation,,,Katarina,,
Bora Bora,2,2,2,2,New Year ,Seasonal,https://www.fourseasons.com/borabora/seasonal/new-year/,200,New Year’s Eve and Day in Bora Bora | Four Seasons Resort Bora Bora,67,"Celebrate New Year’s Eve and Day at Four Seasons Resort Bora Bora with festive dining, live music, fireworks and unforgettable island moments.",142,bora bora new year's eve,,New Year’s Eve & Day in Bora Bora,Resort Highlights% Featured Accommodation,,,Katarina,,
Bora Bora,2,2,2,2,Couples,Services & Amenities,https://www.fourseasons.com/borabora/services-and-amenities/couples/,200,Bora Bora Resort for Couples | Romantic Getaway at Four Seasons,63,"Plan a romantic getaway to Four Seasons Resort Bora Bora, where couples can enjoy private tours, sunset cruises and intimate dinners over the lagoon.",149,"bora bora romantic getaway, bora bora couples resort",,Bora Bora Romantic Getaway,included% Bora Bora was Made for Love% Featured Accommodation,,,Katarina,,
Bora Bora,2,2,2,2,Itinerary,Experiences,https://www.fourseasons.com/borabora/seven-day-itinerary/,,,,,,"bora bora itinerary, bora bora 7 day vacation",,,,,,Katarina,,
Bora Bora,2,2,2,2,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/borabora/spa/,200,Bora Bora Spa | Massage & Facials | Four Seasons Resort Bora Bora,65,"Four Seasons Resort Bora Bora offers a holistic, award-winning spa featuring luxury massages, facials and more with local island ingredients.",141,"Bora Bora Spa, bora bora spa resort",,The Spaat Four Seasons Resort Bora Bora,HOURS% Favourites% Spa Services% Wellness Services% Relaxation Experiences,,,Katarina,,
Bora Bora,2,2,2,2,Villas & Residences,Villas & Residences,https://www.fourseasons.com/borabora/villa-residence-rentals/,200,Bora Bora Vacation Villa Rentals | Four Seasons Resort Bora Bora,64,"Set along Bora Bora’s turquoise lagoon, our luxury vacation villa rentals offer a spectacular beachfront setting for an island escape.",134,"bora bora villa rentals, bora bora vacation villa rentals",,Villa & Residence Rentals% Villa & Residence Rentals% Explore accommodations,included% An elevated vacation experience,,,Katarina,,
Bora Bora,2,2,2,2,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/borabora/weddings/,200,Bora Bora Weddings in French Polynesia | Destination | Four Seasons,67,"Four Seasons Resort Bora Bora offers an idyllic French Polynesia setting to make your dream wedding a reality, with stunning venues and secluded beaches.",153,"bora bora weddings, french polynesia wedding
",,Bora Bora Weddings in French Polynesia% Bora Bora Weddings in French Polynesia,Real wedding experiences% Wedding and Vow Renewal Services,,,Katarina,,
Boston,2,2,2,2,Frontpage,Home,https://www.fourseasons.com/boston/,200,5-Star Hotels in Boston | Luxury Hotel Near Back Bay | Four Seasons,67,"Discover our 5-star hotel in Boston, Massachusetts, near Back Bay that’s just steps away from the city’s top attractions. Book now.",131,hotel in boston,,Boston% Boston% Boston% Boston by Four Seasons,Five-Star Downtown Boston Hotel% Accommodations% Discover Boston% Join the Conversation Online – Use #FSBOSTON,,,Alina Ghost,,
Boston,2,2,2,2,Accommodations,Accommodation,https://www.fourseasons.com/boston/accommodations/,200,Rooms & Suites in Boston | Four Seasons,39,"Hotel rooms & luxury suites in Boston at Four Season – find all the extra space you need for your stay, with separate sleeping & living spaces.",143,suites in boston,,Rooms & Hotel Suites in Boston,Deluxe Garden-View Room% Deluxe City-View Room% Courtyard-View Room% Superior Room% Premier Garden-View Executive Suite% Garden-View Executive Suite% City-View Executive Suite% Royal Suite% Presidential Suite% Garden Suite% State Suite% Senator Suite% Deluxe City-View Accessible Room with Roll-In Shower% Deluxe Garden-View Accessible Room% Deluxe Garden-View Accessible Room with Roll-In Shower% Deluxe City-View Accessible Room% City-View Accessible Executive Suite,,,Alina Ghost,,
Boston,2,2,2,2,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/boston/dining/,200,Boston Fine Dining | Downtown Restaurants | Four Seasons Hotel,62,"Experience fine dining with sweeping park views. Fuel up with breakfast at Aujord'hui and New England fare at Coterie, steps from downtown Boston.",146,boston fine dining,,Boston Fine Dining% Boston Fine Dining% Boston Fine Dining,All Food and Drink,,,Alina Ghost,,
Boston,2,2,2,2,Experiences,Experiences,https://www.fourseasons.com/boston/experiences/,200,"Boston Experiences | University Tours, Walking Tours & More",59,Experience Boston by embarking on a historical journey with a Freedom Trail walking tour or visit the many universities that call Boston home.,142,boston experiences,,Experiences,Local Experiences,,,Alina Ghost,,
Boston,2,2,2,2,Offers,Other,https://www.fourseasons.com/boston/offers/,200,Boston Hotel Packages & Offers | Four Seasons Luxury Hotel,58,Find a variety of Boston hotel packages and offers at Four Seasons and experience the best the city has to offer. Book today.,125,boston hotel packages,,Boston Hotel Offers & Packages,Featured Offer,,,Alina Ghost,,
Boston,2,2,2,2,Girls Getaway,Other,https://www.fourseasons.com/boston/girls-getaway/,,Girls' Getaway | Weekend Getaways & Bachelorette Ideas | Four Seasons,,"Organizing a girls’ trip? Four Seasons offers styling sessions, luxury shopping & fun dining for a weekend getaway in Boston.",,Girls Getaway,girls trip,,,,,Alina Ghost,,
Boston,2,2,2,2,Photos & Videos,Other,https://www.fourseasons.com/boston/photos-and-videos/,200,Boston Hotel Photos | Luxury Downtown Boston Four Seasons Hotel,63,"View photos and videos of our Four Seasons Boston hotel, a luxury 5-star hotel in downtown Boston near the Boston Common, Back Bay and Beacon Hill.",147,boston hotel photos,,Photos & Videos,Hotel Overview% Accommodations% Dining,,,Alina Ghost,,
Boston,2,2,2,2,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/boston/weddings/,200,Large Wedding Venues in Boston | Luxury Downtown Hotel | Four Seasons,69,Four Seasons Hotel offers the perfect location to celebrate your magical moment in Downtown Boston - a luxury five-star venue for large weddings.,145,large wedding venues boston | downtown boston wedding venues ,,Boston Downtown Weddings% Boston Downtown Weddings,Real Boston Wedding Experiences% Wedding and Vow Renewal Services,,,Alina Ghost,,
Boston One Dalton,3,3,3,3,Frontpage,Home,https://www.fourseasons.com/onedalton/,200,"One Dalton Street, Boston | Back Bay Boston Hotel | Four Seasons",64,"Four Seasons, Back Bay Boston Hotel is a cutting-edge 61-storey skyscraper in the heart of the city; just steps away from universities, arts & sports.",150,back bay boston hotel,,"One Dalton Street, Boston% One Dalton Street, Boston% One Dalton Street, Boston% Boston by Four Seasons% Residences available for purchase",The City’s Newest Skyscraper Located in the Heart of Back Bay% Accommodations% Discover Boston% #FSBOSTONDALTON,,,Alina Ghost,,
Boston One Dalton,3,3,3,3,Accommodations,Accommodation,https://www.fourseasons.com/onedalton/accommodations/,200,Back Bay Boston Accommodation | Luxury Rooms & Suites | Four Seasons,68,Four Seasons One Dalton Hotel offers luxury Boston accommodation; rooms and suites in the heart of Back Bay close to universities and entertainment.,148,Boston Accommodation,,Back Bay Boston Hotel Suites & Rooms,Superior Room% Deluxe Room% Deluxe Room with a View% Premier Room% Premier Room with Two Queen Beds% Executive Suite% Back Bay Corner Suite% Cambridge Suite% Charles Suite% Presidential Suite% Deluxe Accessible Room% Deluxe Accessible Room with a View% Premier Accessible Room% Executive Accessible Suite% Back Bay Corner Accessible Suite% By Design,,,Alina Ghost,,
Boston One Dalton,3,3,3,3,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/onedalton/dining/,200,Back Bay Restaurants & Bars | Fine Dining Boston | Four Seasons,63,Enjoy Back Bay’s fine dining in Boston at Four Seasons Hotel; luxury restaurants that offer the best brunch or a modern Japanese steakhouse. Book now.,150,"
back bay restaurants",,Dining% Dining% Dining,All Food and Drink,,,Alina Ghost,,
Boston One Dalton,3,3,3,3,Experiences,Experiences,https://www.fourseasons.com/onedalton/experiences/,200,Experiences in Boston | Photography Tours & More | Four Seasons Hotel,69,"Discover Boston experiences with Four Seasons, from Boston photography tours to private tours with memories to last a lifetime. Get in touch today.",147,experiences in boston,,Experiences,,,,Alina Ghost,,
Boston One Dalton,3,3,3,3,Offers,Other,https://www.fourseasons.com/onedalton/offers/,200,Boston Hotel Offers & Packages | Four Seasons,45,"Find fabulous One Dalton Street, Boston, hotel offers and packages to enhance your stay. Book seasonal savings or bed and breakfast packages today.",147,boston hotel offers,,One Dalton Hotel Offers & Packages,Featured Offer,,,Alina Ghost,,
Boston One Dalton,3,3,3,3,Photos & Videos,Other,https://www.fourseasons.com/onedalton/photos-and-videos/,200,"Four Seasons Hotel One Dalton Street, Boston Photos & Videos",60,"Browse our Four Seasons Hotel, One Dalton Street Boston photos and videos – see urban venues, spa & dining experiences to luxury accommodations.",144,boston photos,,Photos and Videos,Hotel Overview% Accommodations% Dining% Wellness% Destination,,,Alina Ghost,,
Boston One Dalton,3,3,3,3,Family,Services & amenities,https://www.fourseasons.com/onedalton/services-and-amenities/family/,,Boston Family Friendly Activities | Four Seasons Hotel One Dalton,,"Four Seasons Boston One Dalton Street offers a variety of kid-friendly amenities, from an indoor pool to games, toys and treats, museum excursions and more.",,best family hotels in boston,,,,,,Alina Ghost,,
Boston One Dalton,3,3,3,3,Sports & Entertainment,Other,https://www.fourseasons.com/onedalton/landing-pages/property/sports-and-entertainment/,,"Hotel Near Boston Sports & Entertainment | Four Seasons, One Dalton",,"Discover our Hotel near Boston stadiums that are popular for sports and entertainment, offering convenience, comfort and Four Seasons luxury service. Book today.",,Hotel Near Boston Sports,,,,,,Alina Ghost,,
Boston One Dalton,3,3,3,3,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/onedalton/spa/,200,"Boston Luxury Spa | Best Spa in Boston, Back Bay | Four Seasons",63,"Four Seasons One Dalton Street, Boston invites you to visit our luxury Spa, featuring a wide range of body treatments alongside a fitness centre and lap pool.",158,luxury spa boston,,Luxury Spa Boston,Hours% Favourites% Spa Services% Wellness Experiences,,,Alina Ghost,,Keyword missing location
Boston One Dalton,3,3,3,3,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/onedalton/weddings/,200,"Weddings in Back Bay, Boston | Large & Small Weddings up to 150 People",70,"Large & Small Weddings in Back Bay, Boston at Four Seasons Hotel - offering wedding packages, planning services, luxury venues & more. Book today.",146,weddings in back bay,,Back Bay in Boston Weddings% Back Bay in Boston Weddings,Real Back Bay Boston Wedding Experiences% Wedding and Vow Renewal Services,,,Alina Ghost,,
Budapest,2,3,3,3,Frontpage,Home,https://www.fourseasons.com/budapest/,200,Budapest Luxury Hotel | Five-Star | Four Seasons Hotel Gresham Palace,69,"Four Seasons Hotel Gresham Palace Budapest offers luxury accommodations, fine dining, amenities and more in a lovingly restored palace on the Danube.",149,"budapest luxury hotel, budapest five star hotels",,Budapest% Budapest% Budapest% Budapest by Four Seasons,An Art Nouveau Masterpiece on the Danube% Accommodations% Discover Budapest% HEREND AFTERNOON TEA AT MÚZSA% #FSBUDAPEST,,,Katarina,,
Budapest,2,3,3,3,Accommodations,Accommodation,https://www.fourseasons.com/budapest/accommodations/,200,Budapest Luxury Hotel Rooms & Suites | Four Seasons,51,"Enjoy opulent luxury suites and rooms at Four Seasons Hotel Gresham Palace Budapest, blending historic charm with modern comfort.",129,"luxury suites budapest, budapest hotel rooms",,Budapest Luxury Hotel Rooms & Suites,Danube River-View Room% Gresham Room% Superior Room% Tower Suite% River-View Park Suite% Park Suite% Budapest Royal Suite% Presidential Suite% Chain Bridge Suite% Interior Design,,,Katarina,,
Budapest,2,3,3,3,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/budapest/dining/,200,Budapest Restaurants | Lounges | Four Seasons Hotel Gresham Palace,66,Four Seasons Hotel Gresham Palace Budapest features superb restaurant and bar offerings from a contemporary European brasserie to an elegant lobby lounge.,154,"budapest restaurants, budapest dining",,Budapest Restaurants & Bars% Budapest Restaurants & Bars% Budapest Restaurants & Bars,All Food and Drink,,,Katarina,,
Budapest,2,3,3,3,Afternoon Tea,"Weddings, Wellness & Dining",https://www.fourseasons.com/budapest/dining/lounges/afternoon-tea/,200,Herend Afternoon Tea in Budapest | Four Seasons Hotel Gresham Palace,68,"Enjoy a modern take on Herend afternoon tea at Four Seasons Hotel Gresham Palace Budapest, where decadent pastries, tea cakes and live piano music await.",153,afternoon tea budapest,,Herend Afternoon Tea in Budapest,Hours% Menu% Afternoon Tea Highlights% More Dining Options,,,Katarina,,
Budapest,2,3,3,3,Experiences,Experiences,https://www.fourseasons.com/budapest/experiences/,200,Activities and Things to Do in Budapest | Four Seasons,54,Immerse yourself in magical things to do in Budapest and uncover its best-kept secrets with exclusive Four Seasons tours.,121,"luxury things to do in budapest, budapest private tours",,Experiences,,,1,Katarina,,
Budapest,2,3,3,3,Itinerary,Experiences,https://www.fourseasons.com/budapest/four-day-itinerary/,200,4-Day Budapest Itinerary | Four Seasons Hotel Gresham Palace,60,"Plan the perfect 4 days in Budapest with our curated itinerary. Discover top attractions, spa rituals and fine dining, all with Four Seasons service.",149,"4 day budapest itinerary, budapest itinerary",,Your 4-Day Budapest Itinerary,Four Days in Budapest: a Curated Escape by Four Seasons% Your Itinerary% Signature Moments,,,Katarina,,
Budapest,2,3,3,3,Offers,Other,https://www.fourseasons.com/budapest/offers/,200,Budapest Hotel Packages & Special Offers | Four Seasons,55,"Unlock Budapest hotel offers with luxury stays, dining and unique experiences in Hungary’s vibrant capital.",107,"budapest hotel packages, budapest hotel offers
",,Budapest Hotel Offers & Packages,Featured Offer,,,Katarina,,
Budapest,2,3,3,3,Photos & Videos,Other,https://www.fourseasons.com/budapest/photos-and-videos/,200,Luxury Budapest Hotel Photos & Videos | Four Seasons,52,"View luxury photos and videos of Four Seasons Hotel Gresham Palace Budapest, an art nouveau landmark in the heart of the city.",126,budapest photos,,Photos & Videos,Hotel Overview% Accommodations% Dining% Budapest Spa,,,Katarina,,
Budapest,2,3,3,3,Christmas,Seasonal,https://www.fourseasons.com/budapest/seasonal/christmas/,200,Budapest Christmas Holiday | Four Seasons Hotel Gresham Palace,62,"Stay near the Budapest Christmas Markets at Four Seasons Hotel Gresham Palace. Enjoy a festive holiday with curated events, dining and seasonal activities.",155,"budapest christmas, budapest christmas holiday",,Christmas Holiday at Four Seasons Hotel Budapest,Join Us for the Holidays% Hotel Highlights,,,Katarina,,
Budapest,2,3,3,3,New Year ,Seasonal,https://www.fourseasons.com/budapest/seasonal/new-year/,200,Budapest New Year Celebration | Four Seasons Hotel Gresham Palace,65,"Enter the new year in style at Four Seasons Hotel Gresham Palace Budapest with festive dinners, midnight toasts and unforgettable celebrations.",143,"budapest new year, budapest new year celebrations",,New Year Celebration in Budapest,Join Us for the Holidays% Hotel Highlights,,,Katarina,,
Budapest,2,3,3,3,Thanksgiving,Seasonal,https://www.fourseasons.com/budapest/seasonal/thanksgiving/,200,Thanksgiving in Budapest | Four Seasons Hotel Gresham Palace,60,"Celebrate Thanksgiving in Budapest with Four Seasons. Enjoy our turkey and cakes to go, seasonal activities and a luxurious city escape to remember.",148,thanksgiving in budapest,,Thanksgiving in Budapest,Hotel Highlights,,,Katarina,,
Budapest,2,3,3,3,Spa & Wellness,"Weddings, Wellness & Dining",https://www.fourseasons.com/budapest/spa/,200,Luxury Hotel Spa in Budapest | Four Seasons,43,"Unwind with luxury spa treatments at Four Seasons Hotel Budapest, featuring massages and facials with essential oils for ultimate relaxation.",141,"spa budapest, luxury spa budapest",,Luxury Spa in Budapest% Luxury Spa in Budapest% Luxury Spa in Budapest,HOURS% Favourites% Spa Services% Events% Relaxation Experiences,,,Katarina,,
Budapest,2,3,3,3,Weddings,"Weddings, Wellness & Dining",https://www.fourseasons.com/budapest/weddings/,200,Budapest Weddings | Four Seasons Hotel Gresham Palace Budapest,62,Four Seasons Hotel Gresham Palace Budapest offers a meticulously restored art nouveau palace for an unforgettable wedding event in the heart of city centre.,156,budapest wedding,,Budapest Weddings% Budapest Weddings,Real Wedding Experiences% A Fairytale Wedding at Four Seasons Hotel Gresham Palace Budapest% Wedding and Vow Renewal Services,,,Katarina,,
Buenos Aires ,0,2,2,2,Frontpage,Home,https://www.fourseasons.com/buenosaires/,200,Buenos Aires Luxury Hotel | Recoleta 5-Star Hotel | Four Seasons,64,"Four Seasons Hotel Buenos Aires is a luxury hotel combining modern comfort with European-style glamour, fine dining and more in the heart of Recoleta.",150,"buenos aires luxury hotel, buenos aires hotel",5-star hotel buenos aires,Buenos Aires% Buenos Aires% Buenos Aires% Buenos Aires by Four Seasons,European Elegance with a Uniquely Argentine Twist% Accommodations% Discover Buenos Aires% Eat at Elena,,,GG,,
Buenos Aires ,0,2,2,2,Accommodations,Accommodation,https://www.fourseasons.com/buenosaires/accommodations/,200,Buenos Aires Suites & Rooms | Luxury Accommodation | Four Seasons,65,"Discover luxury Buenos Aires suites with city or garden views at Four Seasons. Enjoy spacious hotel rooms, Belle Époque charm and exceptional service.",150,"buenos aires suites, buenos aires suites and rooms",buenos aires hotel room,Buenos Aires Suites & Rooms,Mansion-View Room% City-View Room% E-Lounge Room% Mansion-View One Bedroom Suite% City-View One Bedroom Suite% Mansion-View Studio Suite% La Mansión Presidential Suite% La Mansión Royale Suite% La Mansión Ambassador Suite% Owner Suite% La Mansión Two-Bedroom Suite% La Mansión Alzaga Unzué Suite% E-Lounge One Bedroom Suite% E-Lounge Studio Suite% Our Spaces,,,GG,,
Buenos Aires ,0,2,2,2,Couples ,Other,https://www.fourseasons.com/buenosaires/couples/,,,,,,romantic hotel buenos aires,,,,,,GG,,
Buenos Aires ,0,2,2,2,Dining,"Weddings, Wellness & Dining",https://www.fourseasons.com/buenosaires/dining/,200,Buenos Aires Restaurants | Fine Dining Luxury | Four Seasons,60,"View the fine dining options at Four Seasons Hotel Buenos Aires, offering two restaurants, a lounge and room service in the exclusive La Recoleta district.",155,"buenos aires restaurants, dining buenos aires",recoleta restaurants,Buenos Aires Restaurants% Buenos Aires Restaurants% Buenos Aires Restaurants,All Food and Drink% MEET THE TEAM,,,GG,,
